Match ID,Date,Venue,Team1,Team2,Toss winner,Toss decision,Stage,First innings score,First innings wicket,Second innings score,Second innings wicket,Match winner,Won by,Margin,Player of the match,
903,10/4/2022,Brabourne Stadium,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,215,5,171,10,Delhi Capitals,Runs,44,Kuldeep Yadav,
904,10/4/2022,Wankhede Stadium,Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,Field,Group,165,6,162,8,Rajasthan Royals,Runs,3,Yuzvendra Chahal,
905,11/4/2022,DY Patil Stadium,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,162,7,168,2,Sunrisers Hyderabad,Wickets,8,Kane Williamson,
906,12/4/2022,DY Patil Stadium,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,216,4,193,9,Chennai Super Kings,Runs,23,Shivam Dube,
907,13-04-2022,MCA International Stadium,Punjab Kings,Mumbai Indians,Mumbai Indians,Field,Group,198,5,186,9,Punjab Kings,Runs,12,Mayank Agarwal,
908,14-04-2022,DY Patil Stadium,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,Field,Group,192,4,155,9,Gujarat Titans,Runs,37,Hardik Pandya,
909,15-04-2022,Brabourne Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,175,8,176,3,Sunrisers Hyderabad,Wickets,7,Rahul Tripathi,
910,16-04-2022,Brabourne Stadium,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,Field,Group,199,4,181,9,Lucknow Super Giants,Runs,18,K. L. Rahul,
911,16-04-2022,Wankhede Stadium,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,Field,Group,189,5,173,7,Royal Challengers Bangalore,Runs,16,Dinesh Karthik,
912,17-04-2022,DY Patil Stadium,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,151,10,152,3,Sunrisers Hyderabad,Wickets,7,Umran Malik,
913,17-04-2022,MCA International Stadium,Chennai Super Kings,Gujarat Titans,Gujarat Titans,Field,Group,169,5,170,7,Gujarat Titans,Wickets,3,David Miller,
914,18-04-2022,Brabourne Stadium,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,217,5,210,10,Rajasthan Royals,Runs,7,Yuzvendra Chahal,
915,19-04-2022,DY Patil Stadium,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,Field,Group,181,6,163,8,Royal Challengers Bangalore,Runs,18,Faf du Plessis,
916,20-04-2022,Brabourne Stadium,Punjab Kings,Delhi Capitals,Delhi Capitals,Field,Group,115,10,119,1,Delhi Capitals,Wickets,9,Kuldeep Yadav,
917,21-04-2022,DY Patil Stadium,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,Field,Group,155,7,156,7,Chennai Super Kings,Wickets,3,Mukesh Choudhary,
918,22-04-2022,Wankhede Stadium,Rajasthan Royals,Delhi Capitals,Delhi Capitals,Field,Group,222,2,207,8,Rajasthan Royals,Runs,15,Jos Buttler,
919,23-04-2022,DY Patil Stadium,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,Bat,Group,156,9,148,8,Gujarat Titans,Runs,8,Rashid Khan,
920,23-04-2022,Brabourne Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,68,10,72,1,Sunrisers Hyderabad,Wickets,9,Marco Jansen,
921,24-04-2022,Wankhede Stadium,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,Field,Group,168,6,132,8,Lucknow Super Giants,Runs,36,K. L. Rahul,
922,25-04-2022,Wankhede Stadium,Punjab Kings,Chennai Super Kings,Chennai Super Kings,Field,Group,187,4,176,6,Punjab Kings,Runs,11,Shikhar Dhawan,
923,26-04-2022,MCA International Stadium,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,144,8,115,10,Rajasthan Royals,Runs,29,Riyan Parag,
924,27-04-2022,Wankhede Stadium,Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,Field,Group,195,6,199,5,Gujarat Titans,Wickets,5,Umran Malik,
925,28-04-2022,Wankhede Stadium,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,Field,Group,146,9,150,6,Delhi Capitals,Wickets,4,Kuldeep Yadav,
926,29-04-2022,MCA International Stadium,Lucknow Super Giants,Punjab Kings,Punjab Kings,Field,Group,153,8,133,8,Lucknow Super Giants,Runs,20,Krunal Pandya,
927,30-04-2022,Brabourne Stadium,Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,Bat,Group,170,6,174,4,Gujarat Titans,Wickets,6,Rahul Tewatia,
928,30-04-2022,DY Patil Stadium,Rajasthan Royals,Mumbai Indians,Mumbai Indians,Field,Group,158,6,161,5,Mumbai Indians,Wickets,5,Suryakumar Yadav,
929,1/5/2022,Wankhede Stadium,Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,Bat,Group,195,3,189,7,Lucknow Super Giants,Runs,6,Mohsin Khan,
930,1/5/2022,MCA International Stadium,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,202,2,189,6,Chennai Super Kings,Runs,13,Ruturaj Gaikwad,
931,2/5/2022,Wankhede Stadium,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,152,5,158,3,Kolkata Knight Riders,Wickets,7,Rinku Singh,
932,3/5/2022,DY Patil Stadium,Gujarat Titans,Punjab Kings,Gujarat Titans,Bat,Group,143,8,145,2,Punjab Kings,Wickets,8,Kagiso Rabada,
933,4/5/2022,MCA International Stadium,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,Field,Group,173,8,160,8,Royal Challengers Bangalore,Runs,13,Harshal Patel,
934,5/5/2022,Brabourne Stadium,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,207,3,186,8,Delhi Capitals,Runs,21,David Warner,
935,6/5/2022,Brabourne Stadium,Mumbai Indians,Gujarat Titans,Gujarat Titans,Field,Group,177,6,172,5,Mumbai Indians,Runs,5,Tim David,
936,7/5/2022,Wankhede Stadium,Punjab Kings,Rajasthan Royals,Punjab Kings,Bat,Group,189,5,190,4,Rajasthan Royals,Wickets,6,Yashasvi Jaiswal,
937,7/5/2022,MCA International Stadium,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,176,7,101,10,Lucknow Super Giants,Runs,75,Avesh Khan,
938,8/5/2022,Wankhede Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,Bat,Group,192,3,125,10,Royal Challengers Bangalore,Runs,67,Wanindu Hasaranga,
939,8/5/2022,DY Patil Stadium,Chennai Super Kings,Delhi Capitals,Delhi Capitals,Field,Group,208,6,117,10,Chennai Super Kings,Runs,91,Devon Conway,
940,9/5/2022,DY Patil Stadium,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Field,Group,165,9,113,10,Kolkata Knight Riders,Runs,52,Jasprit Bumrah,
941,10/5/2022,MCA International Stadium,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,Bat,Group,144,4,82,10,Gujarat Titans,Runs,62,Shubman Gill,
942,11/5/2022,DY Patil Stadium,Rajasthan Royals,Delhi Capitals,Delhi Capitals,Field,Group,160,6,161,2,Delhi Capitals,Wickets,8,Mitchell Marsh,
943,12/5/2022,Wankhede Stadium,Chennai Super Kings,Mumbai Indians,Mumbai Indians,Field,Group,97,10,103,5,Mumbai Indians,Wickets,5,Daniel Sams,
944,13-05-2022,Brabourne Stadium,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,209,9,155,9,Punjab Kings,Runs,54,Jonny Bairstow,
945,14-05-2022,MCA International Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,Bat,Group,177,6,123,8,Kolkata Knight Riders,Runs,54,Andre Russell,
946,15-05-2022,Wankhede Stadium,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,Bat,Group,133,5,137,3,Gujarat Titans,Wickets,7,Wriddhiman Saha,
947,15-05-2022,Brabourne Stadium,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,Bat,Group,178,6,154,8,Rajasthan Royals,Runs,24,Trent Boult,
948,16-05-2022,DY Patil Stadium,Delhi Capitals,Punjab Kings,Punjab Kings,Field,Group,159,7,142,9,Delhi Capitals,Runs,17,Shardul Thakur,
949,17-05-2022,Wankhede Stadium,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,Field,Group,193,6,190,7,Sunrisers Hyderabad,Runs,3,Rahul Tripathi,
950,18-05-2022,DY Patil Stadium,Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants,Bat,Group,210,0,208,8,Lucknow Super Giants,Runs,2,Quinton de Kock,
951,19-05-2022,Wankhede Stadium,Gujarat Titans,Royal Challengers Bangalore,Gujarat Titans,Bat,Group,168,5,170,2,Royal Challengers Bangalore,Wickets,8,Virat Kohli,
952,20-05-2022,Brabourne Stadium,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,Bat,Group,150,6,151,5,Rajasthan Royals,Wickets,5,Ravichandran Ashwin,
953,21-05-2022,Wankhede Stadium,Delhi Capitals,Mumbai Indians,Mumbai Indians,Field,Group,159,7,160,5,Mumbai Indians,Wickets,5,Jasprit Bumrah,
954,22-05-2022,Wankhede Stadium,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,Bat,Group,157,8,160,5,Punjab Kings,Wickets,5,Harpreet Brar,
955,24-05-2022,Eden Gardens,Rajasthan Royals,Gujarat Titans,Gujarat Titans,Field,Playoff,188,6,191,3,Gujarat Titans,Wickets,7,David Miller,
956,25-05-2022,Eden Gardens,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,Field,Playoff,207,4,193,6,Royal Challengers Bangalore,Runs,14,Rajat Patidar,
957,27-05-2022,Narendra Modi Stadium,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,Field,Playoff,157,8,161,3,Rajasthan Royals,Wickets,7,Jos Buttler,
958,29-05-2022,Narendra Modi Stadium,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,Bat,Final,130,9,133,3,Gujarat Titans,Wickets,7,Hardik Pandya,
